Departure,Arrival,quarter,year,Avgfares
LAX,ORD,1,2013,234.56
LAX,SEA,1,2013,172.4
LAX,SFO,1,2013,127.35
LGA,ATL,1,2013,180.55
LGA,BOS,1,2013,235.37
LGA,CLT,1,2013,136.62
LGA,DFW,1,2013,319.2
LGA,DTW,1,2013,205.27
LGA,MIA,1,2013,198.85
LGA,ORD,1,2013,173.67
MCO,ATL,1,2013,155.09
MCO,EWR,1,2013,188.8
MCO,PHL,1,2013,166.29
MIA,ATL,1,2013,184.74
MIA,JFK,1,2013,201.5
MIA,LGA,1,2013,202.71
MSP,ATL,1,2013,241.17
MSP,DEN,1,2013,139.37
MSP,ORD,1,2013,127.99
ORD,ATL,1,2013,185.12
ORD,BOS,1,2013,170.34
ORD,DEN,1,2013,181.84
ORD,DFW,1,2013,206.32
ORD,DTW,1,2013,151.41
ORD,EWR,1,2013,282.73
ORD,IAH,1,2013,264.73
ORD,LAS,1,2013,220.41
ORD,LAX,1,2013,233.17
ORD,LGA,1,2013,172.54
ORD,MSP,1,2013,127.17
ORD,PHL,1,2013,214.65
ORD,PHX,1,2013,235.96
ORD,SEA,1,2013,249.25
ORD,SFO,1,2013,274.32
PHL,ATL,1,2013,204.1
PHL,BOS,1,2013,280.79
PHL,DFW,1,2013,266.05
PHL,MCO,1,2013,165.89
PHL,ORD,1,2013,210.2
PHX,DEN,1,2013,119.01
PHX,ORD,1,2013,238.71
SEA,DEN,1,2013,162.88
SEA,LAX,1,2013,171.5
SEA,ORD,1,2013,249.39
SEA,SFO,1,2013,165.75
SFO,ATL,1,2013,294.34
SFO,BOS,1,2013,345.05
SFO,DEN,1,2013,192.77
SFO,DFW,1,2013,235.14
SFO,EWR,1,2013,495.27
SFO,JFK,1,2013,369.37
SFO,LAS,1,2013,137.35
SFO,LAX,1,2013,126.75
SFO,ORD,1,2013,274.53
SFO,SEA,1,2013,165.28
